Product & Geography Sales Metrics (Gold),,,,
Time:Week Ending 01-10-24,,,,
Province:All Provinces,,,,
Supplier:All Supplier,,,,
Brand:All Brands,,,,
SOF Same Store:All Stores,,,,
e_Commerce:All Sales,,,,
Geography,Product,UPC ID,Dollar Sales,Unit Sales
4523,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,30.98,3
4523,Fanta Orange Can 1332 Ml,00006700012089,25.96,6
4534,Pepsi 1332 Ml,00006900015902,83.94,9
4534,Cocacola Zero 222Ml Mini Sleek 1332 Ml,00006700011985,55.96,6
4534,Fevertre Water Tonic Eldrflw 800 Ml,00089819501165,20.58,3
4534,7Up Soft Drink Diet 1332 Ml,00006540001808,79.92,12
4534,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,71.94,9
4534,Brio Soft Drink Chinotto Btl 355 Ml,00005995721320,71.92,12
4534,Cocacola Diet 2000 Ml,00006700001897,89.9,15
4534,Cocacola Zero 500 Ml,00006700001463,34.9,15
4534,Marble Pop Blueberry 200 Ml,00007441078814,6.98,3
4534,Muskoka Pale Ginger Ale 355 Ml,00062168063232,23.98,3
4560,7Up Cans Diet 355Ml 355 Ml,00006540001015,4.98,3
4560,Fanta Soft Drink Orange 2000 Ml,00006700002164,14.94,9
4560,Cocacola Zero Sugar Zero Caff 355 Ml,00006700002116,24.98,3
4560,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,119.9,15
4560,Pepsi Diet Multipack 710Ml 6Pk 4260 Ml,00006900002066,94.76,6
4560,Canaddry Ginger Ale Diet 1332 Ml,00006210002038,21.38,3
4560,Brio Soft Drink Chinotto Btl 355 Ml,00005995721320,17.98,3
4560,Cocacola Diet 2000 Ml,00006700001897,35.96,6
4560,Fanta Soda Pop Orange 1332 Ml,00006700002153,20.98,3
4560,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,30.98,3
4560,Fanta Orange Can 1332 Ml,00006700012089,12.98,3
4560,Cocacola Zero 500 Ml,00006700001463,6.98,3
4560,Marble Pop Blueberry 200 Ml,00007441078814,20.94,9
4560,Pepsi 1000 Ml,00006900001982,13.96,6
4545,Pepsi 1332 Ml,00006900015902,55.96,6
4545,Cocacola Zero 222Ml Mini Sleek 1332 Ml,00006700011985,55.96,6
4545,Canaddry Gingerale 1332 Ml,00006210001144,111.92,12
4545,7Up Soft Drink Diet 1332 Ml,00006540001808,119.88,18
4545,Brio Soft Drink Chinotto Btl 355 Ml,00005995721320,107.88,18
4545,Cocacola Diet 2000 Ml,00006700001897,71.92,12
4545,7Up Zero 355Ml 12Pk 4260 Ml,00006540001160,38.98,3
4545,Fanta Orange Can 1332 Ml,00006700012089,51.92,12
4545,Cocacola Zero 500 Ml,00006700001463,6.98,3
4545,Marble Pop Blueberry 200 Ml,00007441078814,34.9,15
4545,Mountain Dew Diet 591 Ml,00006900006058,29.98,3
4552,7Up Cans Diet 355Ml 355 Ml,00006540001015,9.96,6
4552,Fanta Soft Drink Orange 2000 Ml,00006700002164,19.92,12
4552,Cocacola Diet Caff/Free Can 355 Ml,00006700001929,24.98,3
4552,7Up Soft Drink Diet 1332 Ml,00006540001808,59.94,9
4552,Pepsi Multipack 4260 Ml,00006900001984,35.98,3
4552,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,47.96,6
4552,Comp Cranberry Ginger Ale 355 Ml,00005574255291,9.96,6
4552,Brio Soft Drink Chinotto Btl 355 Ml,00005995721320,71.92,12
4552,Cocacola Diet 2000 Ml,00006700001897,35.96,6
4552,Fanta Soda Pop Orange 1332 Ml,00006700002153,41.96,6
